centroid_x,centroid_y,rainfall_value,biome_value,rhino_value,distance_to_road,distance_to_water_hole,distance_to_poaching_area,V,RiskFire,RiskPoaching,R
1600473.8758166605,-2160019.413791975,7,2,101.0,3490.747806173577,9260.150433517709,47.537545754283336,0.49,0.44964681651204524,0.33804185894717825,0.15199944572341254
1600473.8758166605,-2159019.413791975,7,2,91.0,3204.8574842979588,9750.16096977498,835.9424303926778,0.49,0.45182354687192827,0.30023495583579063,0.13565322264066365
1600473.8758166605,-2158019.413791975,7,2,80.0,2982.5622351792863,10314.111295776698,1624.3473150310726,0.49,0.4535160729233169,0.25979262444908074,0.11782013081458918
1600473.8758166605,-2157019.413791975,7,2,69.0,2764.6768437830488,10940.57332623906,2412.752199669467,0.49,0.45517502291265416,0.22025387196338392,0.10025406121753407
1600473.8758166605,-2156019.413791975,7,2,58.0,2402.438096900934,11619.440502535343,3201.157084307861,0.49,0.45793305988533395,0.18177144812318238,0.08323915543883716
1601473.8758166605,-2171019.413791975,8,2,108.0,1312.0914960522398,2939.6246699510107,1949.7989221225828,0.49,0.4643082217446973,0.3986499577199898,0.18509645296756724
1601473.8758166605,-2170019.413791975,8,2,118.0,704.8234187627235,3627.3578504290726,1643.1972829257054,0.49,0.4689127729764128,0.431486164126746,0.20232937372162804
1601473.8758166605,-2169019.413791975,8,2,127.0,215.68586187059483,4435.544695970751,1336.5956437288273,0.49,0.4726216110074166,0.459048327716595,0.21695616017567765
1601473.8758166605,-2168019.413791975,8,2,134.0,123.99785855907889,5309.462169075046,1029.9940045319497,0.49,0.4733168263898322,0.47813857232537754,0.22631103162761296
1601473.8758166605,-2167019.413791975,8,2,140.0,416.47649786329754,6221.472518602322,723.392365335072,0.49,0.4710991355063105,0.4926984834883542,0.23210982963663387
1601473.8758166605,-2166019.413791975,8,2,144.0,188.0998085107776,7157.028159411471,416.7907261381943,0.49,0.4728307795784752,0.49948815017799986,0.23617337143887415
1601473.8758166605,-2165019.413791975,8,2,145.0,734.4695548029356,7322.940847567648,110.18908694131655,0.49,0.46868798402845946,0.5024919063332889,0.23551191856996664
1601473.8758166605,-2164019.413791975,8,2,144.0,168.91827094306123,7276.037076741702,0.0,0.49,0.47297622172459924,0.4998092189750881,0.23639787597396006
1601473.8758166605,-2163019.413791975,8,2,140.0,651.5721322741554,7365.865083428087,0.0,0.49,0.4693165456856351,0.4851466881871289,0.22768736785080923
1601473.8758166605,-2162019.413791975,8,2,134.0,1573.5500521707477,7587.5701850072,0.0,0.49,0.46232573762995266,0.4625145701790372,0.21383238982262387
1601473.8758166605,-2161019.413791975,8,2,127.0,2532.410577442075,7930.099255214612,0.0,0.49,0.45505527080023245,0.4356589361025369,0.1982488951446811
1601473.8758166605,-2160019.413791975,8,2,117.0,2591.0368750259568,8378.647091428333,0.0,0.49,0.4546107425912812,0.3981045122844605,0.1809825879585784
1601473.8758166605,-2159019.413791975,8,2,106.0,2235.151264625296,8917.229388540232,220.78575288822313,0.49,0.4573092106764707,0.35661758953811434,0.16308450838502067
1601473.8758166605,-2158019.413791975,8,2,94.0,2005.8864064846935,9530.594569752233,1009.1906375266176,0.49,0.4590475892022319,0.3110448270795793,0.14278437800470598
1601473.8758166605,-2157019.413791975,8,2,82.0,1785.19553930718,10205.267548581756,1797.595522165012,0.49,0.4607209562740302,0.26652482546745565,0.12279357246013517
1601473.8758166605,-2156019.413791975,8,2,69.0,1483.2773500179323,10929.901125960883,2586.0004068034063,0.49,0.4630102216287548,0.22004188632010546,0.1018816425526813
1602473.8758166605,-2175019.413791975,9,2,87.0,780.3094098580416,2031.5591314627852,2224.3675542392025,0.49,0.4663970865843471,0.32536431596986476,0.15174896904685387
1602473.8758166605,-2174019.413791975,9,2,94.0,1720.0973936007679,1838.642405940371,1917.765915042325,0.49,0.4593008032959027,0.3533764912007359,0.1623061062743855
1602473.8758166605,-2173019.413791975,9,2,101.0,2232.4199109679075,1377.293604068149,1611.1642758454477,0.49,0.45543228637381217,0.38332798535439844,0.17457994080102088
1602473.8758166605,-2172019.413791975,9,2,109.0,1684.9188119090072,1553.4701306082027,1304.5626366485699,0.49,0.45956643467839414,0.413360509970384,0.18996661580393215
