centroid_x,centroid_y,rainfall_value,biome_value,rhino_value,distance_to_road,distance_to_water_hole,distance_to_poaching_area,col_index,row_index,V,RiskFire,RiskPoaching,R
1609473.8758166605,-2167019.413791975,14,2,224.0,2201.866308167495,2933.544807440746,0.0,11,42,0.49,0.4461700157565396,0.8377303127993324,0.37377014686140897
1606473.8758166605,-2162019.413791975,12,2,217.0,574.5918490992981,3134.9523870421817,0.0,8,47,0.49,0.4621010670802632,0.8088441640972609,0.3737677513309878
1612473.8758166605,-2167019.413791975,17,2,230.0,1944.287189753328,4229.829344687296,0.0,14,42,0.49,0.4423543608025462,0.8417026536652041,0.3723308393478783
1607473.8758166605,-2161019.413791975,13,2,222.0,1750.3633065749682,3405.0727430539373,0.0,9,48,0.49,0.45142106273027327,0.823766841093206,0.3718657028482552
1614473.8758166605,-2161019.413791975,18,2,221.0,1546.22516729579,2095.4724102879127,0.0,16,48,0.49,0.44334068832644424,0.8379827010217712,0.37151182747664496
1609473.8758166605,-2160019.413791975,14,2,226.0,2202.926707880468,4220.480462373746,0.0,11,49,0.49,0.4461621755540608,0.8271952145362967,0.36906321652542223
1608473.8758166605,-2167019.413791975,14,2,217.0,1222.930195520107,2855.5812203368178,0.0,10,42,0.49,0.4534079065660868,0.8125991325115279,0.3684388715494701
1615473.8758166605,-2162019.413791975,19,2,220.0,1954.0075964223915,1904.03444125392,0.0,17,47,0.49,0.4384706211855175,0.8367995735998646,0.3669120288441088
1615473.8758166605,-2166019.413791975,19,2,217.0,47.013920080131626,3407.332610141602,0.0,17,43,0.49,0.45227023408518124,0.805183159468648,0.36416037601433127
1613473.8758166605,-2167019.413791975,18,2,225.0,2121.751651286813,4016.1743893558382,0.0,15,42,0.49,0.43915788824066593,0.8263823294736728,0.3629123186910604
1613473.8758166605,-2160019.413791975,18,2,216.0,1113.6182098670545,3025.9977017629312,0.0,15,49,0.49,0.44648478068183517,0.8065744598238176,0.36012322079800685
1606473.8758166605,-2166019.413791975,12,2,207.0,400.40112099171495,2926.929266046744,0.0,8,43,0.49,0.4633999296317928,0.7742373863226277,0.35878155034020887
1607473.8758166605,-2167019.413791975,13,2,208.0,261.4210678973151,3114.96437774464,0.0,9,42,0.49,0.4624765952972885,0.7755551441703243,0.3586761025411893
1608473.8758166605,-2160019.413791975,14,2,220.0,2454.248353191303,4166.667049568066,0.0,10,49,0.49,0.4443039964519371,0.8059675737345539,0.35809461402093357
1614473.8758166605,-2167019.413791975,18,2,218.0,1312.6399097783767,4045.720846308816,0.0,16,42,0.49,0.4450383346769736,0.8002736992780911,0.35615247441250286
1606473.8758166605,-2161019.413791975,12,2,210.0,767.5093562747087,3891.423820938373,0.0,8,48,0.49,0.4606625672914006,0.7729128314485357,0.35605200922754804
1605473.8758166605,-2164019.413791975,11,2,205.0,234.1885993823382,3278.121362519842,0.0,7,45,0.49,0.4665998056416601,0.7622975639323728,0.3556878951719561
1605473.8758166605,-2163019.413791975,11,2,205.0,692.9288163103462,3472.9429238837315,0.0,7,46,0.49,0.4631647514913176,0.7598238136686913,0.3519236078350446
1609473.8758166605,-2168019.413791975,14,2,213.0,1930.1818051610128,3910.29823058516,0.0,11,41,0.49,0.44817875028170606,0.7837054326585935,0.35124012139791216
1610473.8758166605,-2168019.413791975,15,2,218.0,2882.523514168314,4212.09844180305,0.0,12,41,0.49,0.4392603078337088,0.7980271481341268,0.35054165074905325
1616473.8758166605,-2164019.413791975,20,2,214.0,1890.470882918322,2802.825676945987,0.0,18,45,0.49,0.4370220000436022,0.802064316262225,0.3505197516565218
1611473.8758166605,-2159019.413791975,16,2,210.0,252.3739396133708,4656.620998034011,0.0,13,50,0.49,0.45666397735402725,0.7629597484243309,0.34841623327648297
1616473.8758166605,-2163019.413791975,20,2,213.0,2272.295000798667,2619.1009306027936,0.0,18,46,0.49,0.4342710123066522,0.8007402384045428,0.34773827392661083
1611473.8758166605,-2168019.413791975,16,2,220.0,3148.899444301398,4710.956836435878,0.0,13,41,0.49,0.4354304036998866,0.7985507520314927,0.34771327633192095
1615473.8758166605,-2161019.413791975,19,2,212.0,2439.860506944912,2574.724269279686,0.0,17,48,0.49,0.43495483496422,0.7975636085708661,0.3469041477394088
1607473.8758166605,-2160019.413791975,13,2,211.0,1990.4230642473592,4348.536911494945,0.0,9,49,0.49,0.44963859703077513,0.770619288016496,0.3465001755085921
1605473.8758166605,-2162019.413791975,11,2,202.0,399.3201978474957,3921.298947759431,0.0,7,47,0.49,0.4653632975664384,0.7430947444663717,0.34580902068916064
1616473.8758166605,-2165019.413791975,20,2,211.0,1406.66774993864,3294.233426157145,0.0,18,44,0.49,0.44050773188608927,0.7843981411270486,0.34553344604354075
1608473.8758166605,-2168019.413791975,14,2,205.0,987.6253020872967,3852.154101382131,0.0,10,41,0.49,0.4551476637408559,0.7550087729526618,0.34364047911325435
1612473.8758166605,-2159019.413791975,17,2,206.0,114.43277032363682,4233.476061095805,0.0,14,50,0.49,0.45571091218377596,0.7538262814223513,0.3435268623350835
1614473.8758166605,-2160019.413791975,18,2,209.0,2011.4058090690955,3065.10400013026,0.0,16,49,0.49,0.43995985758722467,0.7799292309386476,0.34313755337188107
1605473.8758166605,-2165019.413791975,11,2,201.0,1134.011920451842,3380.950573768243,0.0,7,44,0.49,0.45986191408658,0.7461432659729804,0.34312287047314693
1610473.8758166605,-2159019.413791975,15,2,211.0,1152.7641241657564,5238.885251538851,0.0,12,50,0.49,0.45199508556339885,0.7589831897152952,0.34305667177654625
1612473.8758166605,-2168019.413791975,17,2,219.0,2942.634025483993,5185.32529122726,0.0,14,41,0.49,0.4350671850217096,0.788486326487531,0.3430445264930388
1615473.8758166605,-2167019.413791975,19,2,209.0,488.35990383507885,4313.473960370886,0.0,17,42,0.49,0.4490765141446299,0.7637687393107376,0.3429906030623046
1613473.8758166605,-2168019.413791975,18,2,215.0,2683.6604910950664,5012.564095987307,0.0,15,41,0.49,0.43507405820203604,0.7763853948676145,0.3377851444738432
1616473.8758166605,-2162019.413791975,20,2,209.0,2836.5848686291,2804.201774840945,0.0,18,47,0.49,0.43020538514013285,0.7833066818240233,0.33698275273694345
1609473.8758166605,-2159019.413791975,14,2,209.0,1999.30854372739,5208.426654799283,0.0,11,50,0.49,0.447667652796079,0.7521833311494439,0.33672814632800735
1616473.8758166605,-2166019.413791975,20,2,206.0,920.7199165234728,3980.969223276457,0.0,18,43,0.49,0.444008915986098,0.7570481315659164,0.33613612024588346
1606473.8758166605,-2167019.413791975,12,2,197.0,697.7784274457118,3640.283236685821,0.0,8,42,0.49,0.46118251972011665,0.72813026531211,0.33580095044111596
1607473.8758166605,-2168019.413791975,13,2,197.0,42.55387521378282,4048.1786261815214,0.0,9,41,0.49,0.4641017042596839,0.7231531237254936,0.3356165971617156
1605473.8758166605,-2161019.413791975,11,2,195.0,217.4763235948355,4548.828236243302,0.0,7,48,0.49,0.46672494743256293,0.7097645581805726,0.331264826106324
1614473.8758166605,-2168019.413791975,18,2,208.0,1897.839600032429,5036.268386109008,0.0,16,41,0.49,0.44078523185255125,0.7508023405324022,0.3309425837470131
1606473.8758166605,-2160019.413791975,12,2,199.0,1136.7246665185023,4739.03283796512,0.0,8,49,0.49,0.4579094934330099,0.7219793914573993,0.3306012174113305
